episode_id,execution_status,route_label,predicted_route,route_confidence,predicted_route_explanation,route_explanation,safety_gate,predicted_safety_gate
smoke_0136,natural_failure,recover_strong,recover_strong,0.6222410219674736,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0137,human_review_needed,human_review,human_review,0.8902830813621485,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0138,clean_success,continue,continue,0.9848624007414102,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0139,natural_failure,recover_strong,recover_strong,0.7366827486160121,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0140,learned_recovery_success,recover_light,recover_light,0.9457054236417693,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0141,learned_recovery_success,recover_light,recover_light,0.9660589352737206,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0142,learned_recovery_success,recover_light,recover_light,0.9822509309214119,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0143,learned_recovery_success,recover_light,recover_light,0.9846115098825019,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0144,learned_recovery_success,recover_light,recover_light,0.9328542386132077,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0145,learned_recovery_failure,human_review,human_review,0.8732447798984473,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0146,natural_failure,recover_strong,recover_strong,0.5458618440357111,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0147,natural_failure,recover_strong,recover_strong,0.7901833273973492,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0148,learned_recovery_failure,human_review,human_review,0.8120737447298066,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.77, 0.68, 0.74).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.77, 0.68, 0.74).",manual_or_anchor,manual_or_anchor
smoke_0149,clean_success,continue,continue,0.9979807692307693,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0150,learned_recovery_failure,human_review,human_review,0.7437901793025233,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.84, 0.66, 0.74).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.84, 0.66, 0.74).",manual_or_anchor,manual_or_anchor
smoke_0151,clean_success,continue,continue,0.9941516966067864,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0152,learned_recovery_success,recover_light,recover_light,0.9948296771012304,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0153,anchored_recovery_success,demo_anchor,demo_anchor,0.7017980544976148,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0154,learned_recovery_success,recover_light,recover_light,0.9043126738812278,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0155,clean_success,continue,continue,0.8553767980262531,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0156,learned_recovery_success,recover_strong,recover_light,0.687237769472026,State is near the success manifold but progress has mildly stalled.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0157,learned_recovery_failure,human_review,human_review,0.6741434222290431,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0158,learned_recovery_success,recover_light,recover_light,0.9951467668308751,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0159,human_review_needed,human_review,human_review,0.947228039074566,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0160,learned_recovery_failure,human_review,human_review,0.6539560249369235,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.74, 0.75, 0.89).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.74, 0.75, 0.89).",manual_or_anchor,manual_or_anchor
smoke_0161,anchored_recovery_success,demo_anchor,demo_anchor,0.5062455007473757,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0162,clean_success,continue,continue,0.9612536415200261,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0163,natural_failure,recover_strong,recover_strong,0.7009007523994033,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0164,natural_failure,recover_strong,recover_strong,0.715601898105746,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0165,natural_failure,recover_strong,recover_strong,0.6800273887285092,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0166,learned_recovery_success,recover_light,recover_light,0.8939412487773205,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0167,natural_failure,recover_strong,recover_strong,0.77999554758549,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0168,anchored_recovery_success,demo_anchor,demo_anchor,0.8939118641369845,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0169,natural_failure,recover_strong,recover_strong,0.5929141932295644,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0170,anchored_recovery_success,demo_anchor,demo_anchor,0.7347634679955714,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0171,human_review_needed,human_review,human_review,0.7503089841115907,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.83, 0.59, 0.74).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.83, 0.59, 0.74).",manual_or_anchor,manual_or_anchor
smoke_0172,human_review_needed,human_review,human_review,0.9254379433146922,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0173,learned_recovery_success,recover_light,recover_light,0.5220830600284416,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0174,clean_success,continue,continue,0.9512723271441272,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0175,natural_failure,recover_strong,recover_strong,0.7837701072317022,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0176,human_review_needed,human_review,human_review,0.9897510203019506,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0177,clean_success,continue,continue,0.9660266760960354,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0178,natural_failure,recover_strong,recover_strong,0.7380943290914828,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0179,learned_recovery_success,recover_light,recover_light,0.9139725219257174,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0180,clean_success,continue,continue,0.9601246092619614,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0181,clean_success,continue,continue,0.8573186162080711,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0182,learned_recovery_failure,human_review,human_review,0.6601783185344064,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.86, 0.71, 0.89).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.86, 0.71, 0.89).",manual_or_anchor,manual_or_anchor
smoke_0183,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0184,learned_recovery_failure,human_review,human_review,0.6560098537362202,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.69, 0.68, 0.83).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.69, 0.68, 0.83).",manual_or_anchor,manual_or_anchor
smoke_0185,human_review_needed,human_review,human_review,0.8884402866693313,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0186,anchored_recovery_success,demo_anchor,demo_anchor,0.829814495856492,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0187,human_review_needed,human_review,human_review,0.9889100881844228,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0188,anchored_recovery_success,demo_anchor,demo_anchor,0.5994036022753304,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0189,anchored_recovery_success,demo_anchor,demo_anchor,0.7949256944846209,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0190,learned_recovery_success,recover_light,recover_light,0.9440578090303571,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0191,natural_failure,recover_strong,recover_strong,0.6897984621516619,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0192,clean_success,continue,continue,0.9403375592219895,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0193,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0194,anchored_recovery_success,demo_anchor,demo_anchor,0.6947689503561224,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0195,human_review_needed,human_review,human_review,0.8874362640973565,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0196,natural_failure,recover_strong,recover_strong,0.6501565210884814,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0197,learned_recovery_failure,human_review,human_review,0.6429791085375518,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.86, 0.72, 0.84).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.86, 0.72, 0.84).",manual_or_anchor,manual_or_anchor
smoke_0198,natural_failure,recover_strong,recover_strong,0.4828893091340089,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0199,human_review_needed,human_review,human_review,0.9701179221254925,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0200,human_review_needed,human_review,human_review,0.9398098235579565,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0201,learned_recovery_success,recover_light,recover_light,0.8135311490686881,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0202,clean_success,continue,continue,0.9877497205413512,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0203,natural_failure,recover_strong,recover_strong,0.5430454305341347,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0204,learned_recovery_success,recover_light,recover_light,0.9244077853767463,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0205,learned_recovery_failure,human_review,human_review,0.9198476711399114,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0206,clean_success,continue,continue,0.7610967526418357,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0207,human_review_needed,human_review,human_review,0.9897510203019506,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0208,human_review_needed,human_review,human_review,0.9840413210843694,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0209,natural_failure,recover_strong,recover_strong,0.7734796240259261,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0210,learned_recovery_failure,demo_anchor,recover_strong,0.658094149824202,State is close to historical failure neighborhoods with high action-outcome residual.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,automatic
smoke_0211,clean_success,continue,continue,0.9839716902470366,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0212,anchored_recovery_success,demo_anchor,demo_anchor,0.8750768438995973,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0213,human_review_needed,human_review,human_review,0.9863081057139493,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0214,anchored_recovery_success,demo_anchor,demo_anchor,0.9802765331343337,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0215,human_review_needed,human_review,human_review,0.9731229040401818,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0216,human_review_needed,human_review,human_review,0.9838203210788947,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0217,human_review_needed,human_review,human_review,0.961082103132551,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0218,natural_failure,recover_strong,recover_strong,0.654396328446259,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0219,learned_recovery_success,recover_light,recover_light,0.9918639510174788,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0220,learned_recovery_failure,human_review,recover_strong,0.5075191425193866,State is close to historical failure neighborhoods with high action-outcome residual.,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.69, 0.65, 0.76).",manual_or_anchor,automatic
smoke_0221,learned_recovery_failure,human_review,human_review,0.8944524874317754,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0222,natural_failure,human_review,recover_strong,0.4478590385774798,State is close to historical failure neighborhoods with high action-outcome residual.,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.79, 0.53, 0.68).",manual_or_anchor,automatic
smoke_0223,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0224,natural_failure,recover_strong,recover_strong,0.5917007102375195,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0225,learned_recovery_failure,human_review,human_review,0.8382248139944415,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.81, 0.67, 0.82).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.81, 0.67, 0.82).",manual_or_anchor,manual_or_anchor
smoke_0226,learned_recovery_success,recover_light,recover_light,0.8990286096764563,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0227,clean_success,continue,continue,0.9991515151515151,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0228,learned_recovery_failure,human_review,human_review,0.8636696329540255,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0229,learned_recovery_success,recover_light,recover_light,0.5454803791057915,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0230,anchored_recovery_success,demo_anchor,demo_anchor,0.7127887814372769,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0231,learned_recovery_failure,human_review,human_review,0.4774536323100547,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0232,anchored_recovery_success,demo_anchor,demo_anchor,0.7497213371224092,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0233,anchored_recovery_success,demo_anchor,demo_anchor,0.9710184664016608,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0234,learned_recovery_failure,human_review,human_review,0.5453664663079402,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.89, 0.61, 0.68).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.89, 0.61, 0.68).",manual_or_anchor,manual_or_anchor
smoke_0235,natural_failure,recover_strong,recover_strong,0.6412280554806216,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0236,anchored_recovery_success,demo_anchor,demo_anchor,0.7338558045462048,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0237,anchored_recovery_success,demo_anchor,demo_anchor,0.8711609353050032,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0238,clean_success,continue,continue,0.9988709677419354,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0239,natural_failure,recover_strong,recover_strong,0.7821488759761266,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0240,human_review_needed,human_review,human_review,0.988074252625183,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0241,clean_success,continue,continue,0.9129573584611799,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0242,learned_recovery_success,recover_light,recover_light,0.6666268298111441,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0243,human_review_needed,human_review,human_review,0.8826734582543202,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0244,learned_recovery_failure,human_review,recover_strong,0.501207024549003,State is close to historical failure neighborhoods with high action-outcome residual.,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.83, 0.62, 0.65).",manual_or_anchor,automatic
smoke_0245,natural_failure,recover_strong,recover_strong,0.7508065292767645,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0246,natural_failure,recover_strong,recover_strong,0.6713003152134034,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0247,learned_recovery_failure,human_review,human_review,0.8427881712356359,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.76, 0.70, 0.93).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.76, 0.70, 0.93).",manual_or_anchor,manual_or_anchor
smoke_0248,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0249,learned_recovery_success,recover_light,recover_light,0.9549266859427578,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0250,clean_success,continue,continue,0.9941516966067864,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0251,clean_success,continue,continue,1.0,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0252,learned_recovery_failure,human_review,human_review,0.7229425024616667,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0253,learned_recovery_success,recover_light,recover_light,0.7276617155498974,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0254,human_review_needed,human_review,human_review,0.8766296359291879,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0255,learned_recovery_failure,human_review,human_review,0.7429728407714349,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.83, 0.69, 0.74).","Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.83, 0.69, 0.74).",manual_or_anchor,manual_or_anchor
smoke_0256,human_review_needed,human_review,human_review,0.9857576088952563,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0257,anchored_recovery_success,demo_anchor,demo_anchor,0.6496958173908803,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0258,natural_failure,recover_strong,recover_strong,0.8121854679171441,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0259,learned_recovery_success,recover_light,recover_light,0.5701907750652857,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0260,learned_recovery_success,recover_light,recover_light,0.8762988186866555,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0261,clean_success,continue,continue,0.9674585073537237,State remains close to the success manifold with strong progress and low residual.,State remains close to the success manifold with strong progress and low residual.,automatic,automatic
smoke_0262,learned_recovery_failure,demo_anchor,human_review,0.6704966159186339,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.81, 0.89, 0.75).",Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0263,anchored_recovery_success,demo_anchor,demo_anchor,0.9038006259126433,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0264,anchored_recovery_success,demo_anchor,demo_anchor,0.8663124735437149,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
smoke_0265,learned_recovery_success,recover_light,recover_light,0.7796906037235879,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0266,human_review_needed,human_review,human_review,0.8804063296733263,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0267,learned_recovery_success,recover_light,recover_light,0.9760947685741248,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0268,human_review_needed,human_review,human_review,0.9179511510688413,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0269,human_review_needed,human_review,human_review,0.9484961514502036,Retrieval confidence is low and start risk is high; visual or goal state needs review.,Retrieval confidence is low and start risk is high; visual or goal state needs review.,manual_or_anchor,manual_or_anchor
smoke_0270,learned_recovery_success,recover_light,recover_light,0.8989658151114451,State is near the success manifold but progress has mildly stalled.,State is near the success manifold but progress has mildly stalled.,automatic,automatic
smoke_0271,learned_recovery_failure,human_review,recover_strong,0.5049563108225037,State is close to historical failure neighborhoods with high action-outcome residual.,"Automatic recovery is not trusted under the current residual, risk, and failure-neighbor pattern (0.72, 0.68, 0.70).",manual_or_anchor,automatic
smoke_0272,natural_failure,recover_strong,recover_strong,0.6449861305281014,State is close to historical failure neighborhoods with high action-outcome residual.,State is close to historical failure neighborhoods with high action-outcome residual.,automatic,automatic
smoke_0273,anchored_recovery_success,demo_anchor,demo_anchor,0.8079911081272955,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,Retrieval evidence is uncertain enough to prefer a demonstration-anchored recovery.,manual_or_anchor,manual_or_anchor
